id,device_id,timestamp,temperature,pressure_mbar,humidity,wind_speed_ms,wind_dir_deg,air_density,status
93,jena_weather_node_01,2026-07-20 21:46:50,30.59,966.19,75.17,10.47,165.9,1108.16,OK
94,jena_weather_node_01,2026-07-20 21:46:51,12.49,997.37,58.8,11.68,197.5,1216.41,OK
95,jena_weather_node_01,2026-07-20 21:46:52,3.31,990.12,85.96,11.66,159.8,1247.66,OK
96,jena_weather_node_01,2026-07-20 21:46:53,25.41,991.02,72.39,7.14,87.7,1156.36,OK
97,jena_weather_node_01,2026-07-20 21:46:54,-4.7,975.8,51.93,4.96,2.6,1266.31,OK
98,jena_weather_node_01,2026-07-20 21:46:56,14.62,969.8,80.99,10.9,192.9,1174.03,OK
99,jena_weather_node_01,2026-07-20 21:46:57,15.85,982.64,91.63,10.13,296.2,1184.51,OK
100,jena_weather_node_01,2026-07-20 21:46:58,18.08,1010.77,66.81,2.24,162.4,1209.09,OK
101,jena_weather_node_01,2026-07-20 21:46:59,19.68,1013.99,38.06,0.86,327.0,1206.31,OK
102,jena_weather_node_01,2026-07-20 21:47:00,-2.9,975.37,59.44,7.83,65.7,1257.32,OK
103,jena_weather_node_01,2026-07-20 21:47:01,0.66,963.12,42.08,7.88,336.0,1225.39,OK
104,jena_weather_node_01,2026-07-20 21:47:02,22.01,1006.79,62.17,3.86,63.1,1188.29,OK
105,jena_weather_node_01,2026-07-20 21:47:03,4.73,1002.55,89.05,10.74,330.7,1256.87,OK
106,jena_weather_node_01,2026-07-20 21:47:04,8.95,985.25,70.18,2.28,56.4,1216.71,OK
107,jena_weather_node_01,2026-07-20 21:47:05,8.68,1012.8,74.43,0.38,20.3,1251.93,OK
108,jena_weather_node_01,2026-07-20 21:47:06,12.32,1001.71,85.16,7.47,4.7,1222.43,OK
109,jena_weather_node_01,2026-07-20 21:47:07,-0.26,1007.18,49.52,9.84,300.3,1285.77,OK
110,jena_weather_node_01,2026-07-20 21:47:08,22.14,962.04,57.12,6.66,297.4,1134.98,OK
111,jena_weather_node_01,2026-07-20 21:47:09,20.5,993.4,80.84,9.41,149.4,1178.52,OK
112,jena_weather_node_01,2026-07-20 21:47:10,11.06,964.58,80.87,6.25,123.1,1182.34,OK
113,jena_weather_node_01,2026-07-20 21:47:11,26.81,963.59,43.04,10.75,200.6,1119.11,OK
114,jena_weather_node_01,2026-07-20 21:47:12,17.32,981.41,68.31,6.43,64.4,1177.04,OK
115,jena_weather_node_01,2026-07-20 21:47:13,31.32,987.54,37.08,11.84,27.7,1129.93,OK
116,jena_weather_node_01,2026-07-20 21:47:14,26.93,1003.03,55.45,1.73,72.5,1164.45,OK
117,jena_weather_node_01,2026-07-20 21:47:15,25.88,1014.13,77.55,5.37,342.4,1181.47,OK
118,jena_weather_node_01,2026-07-20 21:47:16,-0.95,969.85,92.76,11.4,136.8,1241.25,OK
119,jena_weather_node_01,2026-07-20 21:47:17,4.13,1011.29,51.47,5.42,120.6,1270.57,OK
120,jena_weather_node_01,2026-07-20 21:47:18,28.18,994.59,54.67,6.37,5.4,1149.86,OK
121,jena_weather_node_01,2026-07-20 21:47:19,-21.25,968.06,38.2,27.0,153.0,1338.8,SEVERE_WEATHER
122,jena_weather_node_01,2026-07-20 21:47:20,6.22,996.24,48.81,11.47,254.5,1242.3,OK
123,jena_weather_node_01,2026-07-20 21:47:21,5.22,1014.01,88.65,8.89,300.7,1269.0,OK
124,jena_weather_node_01,2026-07-20 21:47:22,24.87,991.94,79.1,7.27,254.0,1159.53,OK
125,jena_weather_node_01,2026-07-20 21:47:23,14.8,984.64,67.78,3.89,325.5,1191.25,OK
126,jena_weather_node_01,2026-07-20 21:47:24,28.6,1010.95,81.26,9.95,261.0,1167.15,OK
127,jena_weather_node_01,2026-07-20 21:47:26,2.92,1008.92,59.16,1.92,225.5,1273.15,OK
128,jena_weather_node_01,2026-07-20 21:47:27,20.95,962.19,41.62,4.43,42.1,1139.75,OK
129,jena_weather_node_01,2026-07-20 21:47:28,4.18,1005.64,47.96,10.93,206.3,1263.25,OK
130,jena_weather_node_01,2026-07-20 21:47:29,3.92,961.23,36.55,11.88,163.9,1208.59,OK
131,jena_weather_node_01,2026-07-20 21:47:30,17.84,992.31,49.4,2.82,207.0,1187.99,OK
132,jena_weather_node_01,2026-07-20 21:47:31,5.99,1003.17,73.38,8.87,263.2,1251.97,OK
133,jena_weather_node_01,2026-07-20 21:47:32,12.63,979.91,62.07,10.69,197.3,1194.53,OK
134,jena_weather_node_01,2026-07-20 21:47:33,20.27,1009.06,97.7,8.6,101.0,1198.04,OK
135,jena_weather_node_01,2026-07-20 21:47:34,24.89,992.18,53.99,5.56,183.4,1159.73,OK
136,jena_weather_node_01,2026-07-20 21:47:35,3.6,993.22,40.6,2.61,349.0,1250.26,OK
137,jena_weather_node_01,2026-07-20 21:47:36,3.5,1003.19,59.38,7.99,167.3,1263.27,OK
138,jena_weather_node_01,2026-07-20 21:47:37,-1.81,1000.79,51.44,0.96,96.4,1284.91,OK
139,jena_weather_node_01,2026-07-20 21:47:38,21.98,975.64,59.96,0.79,351.9,1151.65,OK
140,jena_weather_node_01,2026-07-20 21:47:39,7.34,1001.77,59.48,1.67,83.8,1244.21,OK
141,jena_weather_node_01,2026-07-20 21:47:40,17.36,990.03,52.74,11.35,262.2,1187.22,OK
142,jena_weather_node_01,2026-07-20 21:47:41,31.35,967.92,59.51,11.92,207.9,1107.37,OK
143,jena_weather_node_01,2026-07-20 21:47:42,-1.95,972.32,63.96,8.47,266.7,1249.0,OK
144,jena_weather_node_01,2026-07-20 21:47:43,17.13,993.25,40.16,6.22,30.9,1192.02,OK
145,jena_weather_node_01,2026-07-20 21:47:44,-18.61,995.66,71.45,22.4,119.5,1362.69,SEVERE_WEATHER
146,jena_weather_node_01,2026-07-20 21:47:45,9.13,973.79,50.98,10.95,146.6,1201.79,OK
147,jena_weather_node_01,2026-07-20 21:47:46,3.45,979.77,66.67,11.89,322.2,1234.0,OK
148,jena_weather_node_01,2026-07-20 21:47:47,8.54,1008.11,44.73,8.17,127.2,1246.75,OK
149,jena_weather_node_01,2026-07-20 21:47:48,23.85,982.86,59.0,2.4,214.3,1152.86,OK
150,jena_weather_node_01,2026-07-20 21:47:49,10.95,999.23,93.73,4.01,116.1,1225.28,OK
151,jena_weather_node_01,2026-07-20 21:47:50,14.13,977.14,92.47,7.48,327.6,1184.93,OK
152,jena_weather_node_01,2026-07-20 21:47:51,0.24,977.27,93.21,12.47,132.5,1245.3,OK
153,jena_weather_node_01,2026-07-20 21:47:52,7.52,970.17,39.05,2.88,245.1,1204.19,OK
154,jena_weather_node_01,2026-07-20 21:47:53,10.12,971.75,66.04,11.12,274.0,1195.08,OK
155,jena_weather_node_01,2026-07-20 21:47:54,22.6,997.71,76.79,4.93,228.2,1175.23,OK
156,jena_weather_node_01,2026-07-20 21:47:55,22.7,1012.6,43.18,9.77,308.4,1192.36,OK
157,jena_weather_node_01,2026-07-20 21:47:56,11.01,1009.86,85.18,8.63,349.6,1238.06,OK
158,jena_weather_node_01,2026-07-20 21:47:57,30.94,976.7,40.48,1.46,190.1,1118.93,OK
159,jena_weather_node_01,2026-07-20 21:47:58,28.81,1012.63,54.45,1.28,233.1,1168.27,OK
160,jena_weather_node_01,2026-07-20 21:47:59,-4.7,984.26,43.77,11.65,156.5,1277.29,OK
161,jena_weather_node_01,2026-07-20 21:48:00,28.59,1013.5,38.89,10.88,117.7,1170.13,OK
162,jena_weather_node_01,2026-07-20 21:48:02,24.54,993.75,37.12,3.07,28.1,1162.93,OK
163,jena_weather_node_01,2026-07-20 21:48:03,7.53,964.98,53.93,2.65,106.5,1197.7,OK
164,jena_weather_node_01,2026-07-20 21:48:04,9.45,994.94,61.8,3.77,8.8,1226.5,OK
165,jena_weather_node_01,2026-07-20 21:48:05,30.24,963.69,64.03,9.73,310.3,1106.57,OK
166,jena_weather_node_01,2026-07-20 21:48:06,-21.07,998.75,52.29,27.31,149.1,1380.26,SEVERE_WEATHER
167,jena_weather_node_01,2026-07-20 21:48:07,29.07,961.45,86.25,6.09,250.6,1108.27,OK
168,jena_weather_node_01,2026-07-20 21:48:08,6.28,984.99,90.6,11.39,104.4,1228.01,OK
169,jena_weather_node_01,2026-07-20 21:48:09,27.7,960.38,56.81,12.15,26.3,1112.08,OK
170,jena_weather_node_01,2026-07-20 21:48:10,31.5,1008.11,45.44,9.64,218.3,1152.79,OK
171,jena_weather_node_01,2026-07-20 21:48:11,29.0,1005.69,92.52,4.16,358.4,1159.54,OK
172,jena_weather_node_01,2026-07-20 21:48:12,5.27,993.29,70.87,2.02,330.2,1242.85,OK
173,jena_weather_node_01,2026-07-20 21:48:13,3.19,969.09,49.28,1.56,81.6,1221.7,OK
174,jena_weather_node_01,2026-07-20 21:48:14,-0.16,998.07,89.7,4.69,251.4,1273.67,OK
175,jena_weather_node_01,2026-07-20 21:48:15,27.37,1008.46,46.11,1.22,21.5,1169.04,OK
176,jena_weather_node_01,2026-07-20 21:48:16,11.51,984.97,87.41,6.04,18.3,1205.42,OK
177,jena_weather_node_01,2026-07-20 21:48:17,21.55,981.66,58.81,12.05,310.2,1160.44,OK
178,jena_weather_node_01,2026-07-20 21:48:18,16.3,962.53,66.42,4.5,75.1,1158.47,OK
179,jena_weather_node_01,2026-07-20 21:48:19,10.1,1010.74,50.91,9.85,14.1,1243.12,OK
180,jena_weather_node_01,2026-07-20 21:48:20,-2.74,968.26,85.24,5.97,261.7,1247.42,OK
181,jena_weather_node_01,2026-07-20 21:48:21,16.08,972.62,80.71,3.08,135.7,1171.5,OK
182,jena_weather_node_01,2026-07-20 21:48:22,22.49,1008.51,41.19,10.03,47.1,1188.39,OK
183,jena_weather_node_01,2026-07-20 21:48:23,31.72,970.27,74.31,2.33,173.6,1108.72,OK
184,jena_weather_node_01,2026-07-20 21:48:24,15.42,972.62,97.51,2.46,285.5,1174.18,OK
185,jena_weather_node_01,2026-07-20 21:48:25,2.5,1001.66,60.33,2.82,79.2,1265.92,OK
186,jena_weather_node_01,2026-07-20 21:48:26,15.44,966.66,93.02,10.39,226.4,1166.9,OK
187,jena_weather_node_01,2026-07-20 21:48:27,-0.23,1009.92,53.7,7.46,296.9,1289.12,OK
188,jena_weather_node_01,2026-07-20 21:48:28,3.47,1014.91,36.64,11.63,68.0,1278.16,OK
189,jena_weather_node_01,2026-07-20 21:48:29,12.52,985.43,61.14,0.53,130.6,1201.72,OK
190,jena_weather_node_01,2026-07-20 21:48:30,19.95,973.27,72.96,3.22,163.1,1156.8,OK
191,jena_weather_node_01,2026-07-20 21:48:31,22.73,1012.09,37.91,4.74,359.6,1191.64,OK
192,jena_weather_node_01,2026-07-20 21:48:33,5.7,982.58,61.37,11.81,202.9,1227.55,OK
193,jena_weather_node_01,2026-07-20 21:48:34,21.72,975.76,61.56,4.67,88.6,1152.8,OK
194,jena_weather_node_01,2026-07-20 21:48:35,-22.0,997.97,75.86,26.09,168.2,1384.29,SEVERE_WEATHER
195,jena_weather_node_01,2026-07-20 21:48:36,13.63,1014.91,36.96,9.01,334.9,1232.88,OK
196,jena_weather_node_01,2026-07-20 21:48:37,-0.06,1008.21,85.44,9.63,138.3,1286.14,OK
197,jena_weather_node_01,2026-07-20 21:48:38,28.81,960.5,67.83,9.72,89.3,1108.13,OK
198,jena_weather_node_01,2026-07-20 21:48:39,1.16,970.92,86.75,3.43,17.5,1233.06,OK
199,jena_weather_node_01,2026-07-20 21:48:40,-3.76,963.61,80.54,11.01,213.1,1246.13,OK
200,jena_weather_node_01,2026-07-20 21:48:41,15.47,978.08,57.57,2.87,234.0,1180.57,OK
201,jena_weather_node_01,2026-07-20 21:48:42,13.15,1009.47,87.26,10.24,332.9,1228.33,OK
202,jena_weather_node_01,2026-07-20 21:48:43,-4.5,1010.4,80.97,3.03,75.5,1310.23,OK
203,jena_weather_node_01,2026-07-20 21:48:44,24.69,966.07,61.13,2.62,150.9,1129.97,OK
204,jena_weather_node_01,2026-07-20 21:48:45,10.93,988.29,58.8,6.97,269.0,1211.95,OK
205,jena_weather_node_01,2026-07-20 21:48:46,25.39,1001.36,66.59,10.26,236.8,1168.5,OK
206,jena_weather_node_01,2026-07-20 21:48:47,0.17,973.63,91.75,11.15,44.1,1240.98,OK
207,jena_weather_node_01,2026-07-20 21:48:48,17.44,986.03,85.86,5.57,222.2,1182.09,OK
208,jena_weather_node_01,2026-07-20 21:48:49,23.33,997.62,40.96,7.99,93.6,1172.23,OK
209,jena_weather_node_01,2026-07-20 21:48:50,4.87,989.2,53.98,9.46,156.7,1239.51,OK
210,jena_weather_node_01,2026-07-20 21:48:52,2.72,986.01,71.01,3.57,284.9,1245.14,OK
211,jena_weather_node_01,2026-07-20 21:48:53,26.16,974.03,75.65,11.3,21.6,1133.69,OK
212,jena_weather_node_01,2026-07-20 21:48:54,15.96,979.35,49.15,2.17,125.0,1180.1,OK
213,jena_weather_node_01,2026-07-20 21:48:55,8.32,980.54,68.22,7.36,22.3,1213.6,OK
214,jena_weather_node_01,2026-07-20 21:48:56,12.84,1002.01,79.18,6.92,258.4,1220.57,OK
215,jena_weather_node_01,2026-07-20 21:48:57,27.79,1006.52,82.05,6.66,126.9,1165.16,OK
216,jena_weather_node_01,2026-07-20 21:48:58,29.06,971.2,89.87,2.64,324.4,1119.55,OK
217,jena_weather_node_01,2026-07-20 21:48:59,3.88,967.71,96.19,8.44,71.2,1216.92,OK
218,jena_weather_node_01,2026-07-20 21:49:00,-21.43,984.38,91.49,23.22,104.4,1362.35,SEVERE_WEATHER
219,jena_weather_node_01,2026-07-20 21:49:01,6.13,968.83,89.27,10.52,193.0,1208.51,OK
220,jena_weather_node_01,2026-07-20 21:49:02,11.74,1014.61,75.39,8.42,297.3,1240.69,OK
221,jena_weather_node_01,2026-07-20 21:49:03,16.29,964.73,79.0,9.24,134.0,1161.15,OK
222,jena_weather_node_01,2026-07-20 21:49:04,-4.94,986.4,75.69,12.15,79.7,1281.21,OK
223,jena_weather_node_01,2026-07-20 21:49:05,24.66,993.99,44.8,11.54,259.3,1162.75,OK
224,jena_weather_node_01,2026-07-20 21:49:06,19.3,975.66,43.36,0.64,227.9,1162.22,OK
225,jena_weather_node_01,2026-07-20 21:49:07,3.02,964.84,48.11,10.85,174.1,1217.09,OK
226,jena_weather_node_01,2026-07-20 21:49:08,-1.11,970.67,95.78,5.78,279.0,1243.03,OK
227,jena_weather_node_01,2026-07-20 21:49:09,13.92,1012.01,71.4,6.42,345.5,1228.12,OK
228,jena_weather_node_01,2026-07-20 21:49:10,14.81,971.53,86.69,6.75,19.4,1175.35,OK
229,jena_weather_node_01,2026-07-20 21:49:11,25.72,989.12,48.19,8.02,169.6,1152.95,OK
230,jena_weather_node_01,2026-07-20 21:49:12,14.6,961.42,72.94,8.12,66.1,1163.97,OK
231,jena_weather_node_01,2026-07-20 21:49:13,19.4,1012.43,42.41,0.71,176.1,1205.61,OK
232,jena_weather_node_01,2026-07-20 21:49:14,3.92,979.46,45.44,5.49,98.7,1231.51,OK
233,jena_weather_node_01,2026-07-20 21:49:15,14.96,1002.7,65.11,3.79,9.8,1212.43,OK
234,jena_weather_node_01,2026-07-20 21:49:16,2.18,987.2,72.77,6.53,146.3,1249.09,OK
235,jena_weather_node_01,2026-07-20 21:49:17,0.16,970.55,51.15,1.34,156.0,1237.1,OK
236,jena_weather_node_01,2026-07-20 21:49:18,-0.59,1013.71,78.49,1.2,328.5,1295.67,OK
237,jena_weather_node_01,2026-07-20 21:49:19,21.66,986.51,63.07,12.4,51.9,1165.74,OK
238,jena_weather_node_01,2026-07-20 21:49:20,19.26,967.38,46.72,1.71,222.4,1152.52,OK
239,jena_weather_node_01,2026-07-20 21:49:21,24.52,1012.68,62.23,5.01,161.7,1185.17,OK
240,jena_weather_node_01,2026-07-20 21:49:22,9.2,988.28,69.04,4.38,155.0,1219.37,OK
241,jena_weather_node_01,2026-07-20 21:49:23,22.39,1005.01,68.42,4.29,237.6,1184.67,OK
242,jena_weather_node_01,2026-07-20 21:49:24,23.81,964.89,40.04,4.83,142.3,1131.94,OK
243,jena_weather_node_01,2026-07-20 21:49:25,19.88,976.67,92.39,10.34,107.9,1161.12,OK
244,jena_weather_node_01,2026-07-20 21:49:26,18.11,970.09,61.05,11.21,203.6,1160.31,OK
245,jena_weather_node_01,2026-07-20 21:49:27,31.2,960.83,57.15,1.04,131.0,1099.81,OK
246,jena_weather_node_01,2026-07-20 21:49:28,22.77,969.65,67.31,11.18,182.1,1141.52,OK
247,jena_weather_node_01,2026-07-20 21:49:29,11.66,999.0,38.64,5.93,334.8,1221.95,OK
248,jena_weather_node_01,2026-07-20 21:49:30,6.0,989.06,84.02,9.28,178.0,1234.32,OK
249,jena_weather_node_01,2026-07-20 21:49:31,-3.65,1006.45,71.38,0.5,166.9,1301.0,OK
250,jena_weather_node_01,2026-07-20 21:49:34,30.37,1014.19,79.59,6.96,325.6,1164.06,OK
251,jena_weather_node_01,2026-07-20 21:49:35,24.71,1009.0,77.32,10.27,315.1,1180.11,OK
252,jena_weather_node_01,2026-07-20 21:49:36,23.99,971.03,70.24,12.35,164.2,1138.45,OK
253,jena_weather_node_01,2026-07-20 21:49:37,19.46,1009.32,52.16,5.0,102.7,1201.66,OK
254,jena_weather_node_01,2026-07-20 21:49:38,29.07,976.2,79.0,9.19,306.0,1125.27,OK
255,jena_weather_node_01,2026-07-20 21:49:39,19.04,974.95,50.17,10.69,104.6,1162.41,OK
256,jena_weather_node_01,2026-07-20 21:49:40,-3.08,977.17,78.45,6.35,37.6,1260.48,OK
257,jena_weather_node_01,2026-07-20 21:49:41,0.73,997.97,53.9,11.99,100.4,1269.4,OK
258,jena_weather_node_01,2026-07-20 21:49:42,30.94,992.09,73.27,8.03,135.9,1136.56,OK
